"ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","NameObservations","FLAG","NameID","NameCitation","ParType","ParPhylum","ParClass","ParOrder","ParFamily","StrainorSubsps"
"Isospora melis","Isospora melis","yes","valid in papers","","Sin, Y. W., Annavi, G., Dugdale, H. L., Newman, C., Burke, T., & MacDonald, D. W. ","Sin, Y. W., Annavi, G., Dugdale, H. L., Newman, C., Burke, T., & MacDonald, D. W. (2014). Pathogen burden, co-infection and major histocompatibility complex variability in the European badger (Meles meles).Molecular ecology,†23(20), 5072-5088.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora papionis","Isospora papionis","yes","only GMPD paper, may be a synonym of Cyclospora papionis but no direct link found","","McConnell et al 1991","McConnell E.E., De Vos A.J., Basson P.A, De Vos, V. (1971) Isospora papionis n. sp. (Eimeriidae) of the chacma baboon Papio ursinus (Kerr, 1792). J. Protozool. 18(1):28-32","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora saimirae","Isospora saimirae","yes","only occurs in primate papers","",NA,"Duszynski, D.W., Wilson, W.D., Upton, S.J, and Levine, N.D. (1999). Coccidia (Apicomplexa: Eimeriidae) in the primates and the scandentia. International Journal of Primatology 20:761-797.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora sengeri","Isospora sengeri","yes","only occurs in carnivore papers ","",NA,"Levine, N.D. and Ivens, V. (1964). Isospora spilogales n. sp. and I. sengeri n. sp. (Protozoa: Eimeriidae) from the Spotted Skunk, Spilogale putorius ambarvalis. The Jounral of Eukaryotic Microbiology 11:505-509","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora sp.","Isospora sp.","no","valid name in NCBI","","NCBI 56625","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora spp.","Isospora sp.","no","valid name in NCBI","","NCBI 56625","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora species","Isospora sp.","no","valid name in NCBI","","NCBI 56625","","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora spilogales","Isospora spilogales","yes","only occurs in carnivore papers","",NA,"Levine, N.D. and Ivens, V. (1964). Isospora spilogales n. sp. and I. sengeri n. sp. (Protozoa: Eimeriidae) from the Spotted Skunk, Spilogale putorius ambarvalis. The Jounral of Eukaryotic Microbiology 11:505-509","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora vulpis","Isospora vulpis","yes","only occurs in primates, ungulates or carnivores","",NA,"GÛrski, P., Zalewski, A., & Lakomy, M. (2006). Parasites of carnivorous mammals in Bialowieza Primeval Forest.†Wiadomosci Parazytologiczne,52(1), 49-53.","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isospora zorillae","Isospora zorillae","yes","valid name in list compiled by Dusynski et al. 2000","","Dusynski et al. 2000, published as website","http://biology.unm.edu/coccidia/carniv2.html","Protozoa","Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae",""
"Isthmiophora hortensis","Isthmiophora hortensis","yes","valid name in NCBI","","NCBI 292498","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Echinostomatidae",""
"Isthmiophora melis","Isthmiophora melis","yes","valid name in NCBI","","NCBI 220796","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Echinostomatidae",""
"Isthhmiophora melis","Isthmiophora melis","yes","valid name in NCBI","","NCBI 220796","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Echinostomatidae",""
"Ixodes acuminatus","Ixodes acuminatus","yes","valid name in NCBI","","NCBI 6944","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes affinis","Ixodes affinis","yes","valid name in NCBI","","NCBI 48829","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes aragaoi","Ixodes aragaoi","yes","valid name in NCBI","","NCBI 1526512","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes canisuga","Ixodes canisuga","yes","valid name in NCBI","","NCBI 662032","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes cavipalpus","Ixodes cavipalpus","yes","only occurs in primates, ungulates or carnivores","",NA,"Londt, J. G., I. G. Horak, and I. L. De Villiers. ""Parasites of domestic and wild animals in South Africa. XIII. The seasonal incidence of adult ticks (Acarina: Ixodidae) on cattle in the Northern Transvaal.""†The Onderstepoort journal of veterinary research†46.1 (1979): 31-39.","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes cookei","Ixodes cookei","yes","valid name in NCBI","","NCBI 35565","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes granulatus","Ixodes granulatus","yes","valid name in NCBI","","NCBI 59647","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes gregsoni","Ixodes gregsoni","yes","only occurs in primates, ungulates or carnivores","",NA,"Lubelczyk, Charles B., et al. ""First US record of the hard tick Ixodes (Pholeoixodes) gregsoni Lindquist, Wu, and Redner.""†Journal of Parasitology93.3 (2007): 718-719.","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes hexagonus","Ixodes hexagonus","yes","valid name in NCBI","","NCBI 34612","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes holocyclus","Ixodes holocyclus","yes","valid name in NCBI","","NCBI 65647","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes kingi","Ixodes kingi","yes","valid name in NCBI","","NCBI 1050195","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes lemuris","Ixodes lemuris","yes","valid name in NCBI","","NCBI 1229387","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes loricatus","Ixodes loricatus","yes","valid name in NCBI","","NCBI 59649","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes nipponensis","Ixodes nipponensis","yes","valid name in NCBI","","NCBI 63660","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes ovatus","Ixodes ovatus","yes","valid name in NCBI","","NCBI 59652","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes pacificus","Ixodes pacificus","yes","valid name in NCBI","","NCBI 29930","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes Pacificus","Ixodes pacificus","yes","valid name in NCBI","","NCBI 29930","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes pacificus (adult)","Ixodes pacificus","yes","valid name in NCBI","","NCBI 29930","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes pacificus (nymph)","Ixodes pacificus","yes","valid name in NCBI","","NCBI 29930","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes persulcatus","Ixodes persulcatus","yes","valid name in NCBI","","NCBI 34615","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes pilosus","Ixodes pilosus","yes","valid name in NCBI","","NCBI 44321","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes pilosus group","Ixodes pilosus","yes","valid name in NCBI","","NCBI 44321","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes rageaui","Ixodes rageaui","yes","only occurs in primates, ungulates or carnivores","",NA,"Hoogstraal, Harry, and Gertrud Theiler. ""Ticks (Ixodoidea, Ixodidae) parasitizing lower primates in Africa, Zanzibar, and Madagascar.""†The Journal of parasitology†45.2 (1959): 217-222.","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes rasus","Ixodes rasus","yes","only occurs in primates, ungulates or carnivores","",NA,"Hoogstraal, H., & Theiler, G. (1959). Ticks (Ixodoidea, Ixodidae) parasitizing lower primates in Africa, Zanzibar, and Madagascar.†The Journal of parasitology,†45(2), 217-222.","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes ricinus","Ixodes ricinus","yes","valid name in NCBI","","NCBI 34613","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes rubicundus","Ixodes rubicundus","yes","valid name in NCBI","","NCBI 722771","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes dammini","Ixodes scapularis","yes","valid name in NCBI","","NCBI 29929","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes scapularis","Ixodes scapularis","yes","valid name in NCBI","","NCBI 6945","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes schillingeri","Ixodes schillingeri","yes","valid in papers","","Abee et al 2012","Abee, C. R., K. Mansfield and S. D. Tardif (2012) Nomhuman primates in biomedical research: diseases. Academic Press.","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes schillingsi","Ixodes schillingeri","yes","probably a misspelling, same host, same overall region","","","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes sculptus","Ixodes sculptus","yes","valid name in NCBI","","NCBI 59653","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes","Ixodes sp.","no","valid name in NCBI","","NCBI 6944","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes sp.","Ixodes sp.","no","valid name in NCBI","","NCBI 6944","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes spp.","Ixodes sp.","no","valid name in NCBI","","NCBI 6944","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes spp","Ixodes sp.","no","valid name in NCBI","","NCBI 6944","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodidae larvae","Ixodes sp.","no","valid name in NCBI","","NCBI 6944","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodidae nymphs","Ixodes sp.","no","valid name in NCBI","","NCBI 6944","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes stilesi","Ixodes stilesi","yes","valid name in NCBI","","NCBI 330945","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes tanuki","Ixodes tanuki","yes","valid name in NCBI","","NCBI 79496","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes texanus","Ixodes texanus","yes","valid name in NCBI","","NCBI 460228","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes texanus (adult)","Ixodes texanus","yes","valid name in NCBI","","NCBI 460228","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes texanus (nymph)","Ixodes texanus","yes","valid name in NCBI","","NCBI 460228","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Ixodes ventalloi","Ixodes ventalloi","yes","valid name in NCBI","","NCBI 504471","","Arthropod","Arthropoda","Arachnida","Ixodida","Ixodidae",""
"Joyeuxiella echinorhynchoides","Joyeuxiella echinorhynchoides","yes","valid in papers","",NA,"Ndiaye, Papa Ibnou, et al. ""Ultrastructure of spermiogenesis and the spermatozoon in the genus Joyeuxiella Fuhrmann, 1935 (Cestoda, Cyclophyllidea, Dipylidiidae): comparative analysis of J. echinorhynchoides (Sonsino, 1889) and J. pasqualei (Diamare, 1893).""†Parasitology Research91.3 (2003): 175-186.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Dipylidiidae",""
"Joyeuxiella pasqualei","Joyeuxiella pasqualei","yes","only occurs in primates, ungulates or carnivores","",NA,"Haralabidis, S. T., et al. ""A survey on the prevalence of gastrointestinal parasites of dogs in the area of Thessaloniki, Greece.""†Journal of helminthology†62.01 (1988): 45-49.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Dipylidiidae",""
"Jeuyoxilla pasquali","Joyeuxiella pasqualei","yes","only occurs in primates, ungulates or carnivores","",NA,"Haralabidis, S. T., et al. ""A survey on the prevalence of gastrointestinal parasites of dogs in the area of Thessaloniki, Greece.""†Journal of helminthology†62.01 (1988): 45-49.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Dipylidiidae",""
"Joyeuxiella sp.","Joyeuxiella sp.","no","valid in papers","",NA,"Ndiaye, Papa Ibnou, et al. ""Ultrastructure of spermiogenesis and the spermatozoon in the genus Joyeuxiella Fuhrmann, 1935 (Cestoda, Cyclophyllidea, Dipylidiidae): comparative analysis of J. echinorhynchoides (Sonsino, 1889) and J. pasqualei (Diamare, 1893).""†Parasitology Research91.3 (2003): 175-186.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Dipylidiidae",""
"Kiluluma goodeyi","Kiluluma goodeyi","yes","only occurs in primates, ungulates or carnivores","",NA,"Thapar, Gobind Singh. ""On some new members of the genus Kiluluma from the African rhinoceros.""†Journal of Helminthology†3.02 (1925): 63-80.","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Kiluluma magna","Kiluluma magna","yes","only occurs in primates, ungulates or carnivores","",NA,"Knapp, S. E., et al. ""Helminths and arthropods of black and white rhinoceroses in southern Africa.""†Journal of Wildlife Diseases†33.3 (1997): 492-502.","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Kiluluma rhinocerotis","Kiluluma rhinocerotis","yes","only occurs in primates, ungulates or carnivores","",NA,"Knapp, S. E., et al. ""Helminths and arthropods of black and white rhinoceroses in southern Africa.""†Journal of Wildlife Diseases†33.3 (1997): 492-502.","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Moraxella kingii","Kingella kingae","yes","valid name in NCBI","","NCBI 504","","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae",""
"Kirkioestrus minutus","Kirkioestrus minutus","yes","only occurs in primates, ungulates or carnivores","",NA,"Horak, I. G., J. Boomker, and V. De Vos. ""A description of the immature stages of Kirkioestrus minutus (Rodhain & Bequaert, 1915)(Diptera: Oestridae), and the life cycle and seasonal prevalence of this fly in blue wildebeest.""†The Onderstepoort journal of veterinary research†47.1 (1980): 23-30.","Arthropod","Arthropoda","Insecta","Diptera","Oestridae",""
"Klebsiella pneumoniae","Klebsiella pneumoniae","yes","valid name in NCBI","","NCBI 573","","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",""
"Klebsiella ozaenae","Klebsiella pneumoniae","yes","valid name in NCBI","","NCBI 573","","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",""
"Klebsiella sp.","Klebsiella sp.","no","valid name in NCBI","","NCBI 570","","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",""
"Klebsiella spp.","Klebsiella sp.","no","valid name in NCBI","","NCBI 570","","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",""
"Candida pseudotropicalis","Kluyveromyces marxianus","yes","synonym according NCBI database","","NCBI 4911","","Fungus","Ascomycota","Saccharomycetes","Saccharomycetales","Cryptococcaceae",""
"Micrococcus varians","Kocuria varians","yes","valid name in NCBI","","NCBI 1272","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae",""
"Kurthia spp.","Kurthia sp.","no","valid name in NCBI","","NCBI 1649","","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",""
"Lactobacillus","Lactobacillus sp.","no","valid name in NCBI","","NCBI 1578","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",""
"Lactobacillus sp.","Lactobacillus sp.","no","valid name in NCBI","","NCBI 1578","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",""
"Lagochilascaris sp.","Lagochilascaris sp.","no","valid name in NCBI","","NCBI 1783268","","Helminth","Nematoda","Secernentea","Ascaridida","Ascarididae",""
"Rabbit hemorrhagic disease virus","Lagovirus Rabbit hemorrhagic disease virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss+",NA,"Caliciviridae",""
"Rabbit haemorrhagic disease virus","Lagovirus Rabbit hemorrhagic disease virus","yes","valid name in ICTV v.2015","","","","Virus","RNA virus","ss+",NA,"Caliciviridae",""
"Canine oral papillomavirus","Lambdapapillomavirus Lambdapapillomavirus 2","yes","valid name in ICTV v.2015, synonym for canine papilloma virus","","","","Virus","DNA virus","ds",NA,"Papillomaviridae",""
"Lawsonia intracellularis","Lawsonia intracellularis","yes","valid name in NCBI","","NCBI 29546","","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae",""
"Leipertrema foxi","Leipertrema foxi","yes","not found anywere but a paper supplement","YES","","","Helminth","Platyhelminthes","Trematoda","information not found","information not found",""
"Leipertrema rewelli","Leipertrema rewelli","yes","only occurs in primates, ungulates or carnivores","",NA,"Sandosham, A. A. (1951). On Two Helminths from the Orang Utan, Leipertrema rewelli ng, n. sp. and Dirofilaria immitis (Leidy, 1856).†Journal of Helminthology,†25(1-2), 19-26.","Helminth","Platyhelminthes","Trematoda","information not found","information not found",""
"Leishmania braziliensis","Leishmania braziliensis","yes","valid name in NCBI","","NCBI 5660","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Leishmania chagasi","Leishmania chagasi","yes","valid name in NCBI","","NCBI 44271","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Leishmania donovani","Leishmania donovani","yes","valid name in NCBI","","NCBI 5661","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
